1,51.714098,-3.439115
2,51.714098,-3.439115
3,51.821759,-3.023196
4,51.73534,-3.139744
5,52.418136,-4.082821
6,53.751466,-2.361725
7,53.749127,-2.359324
9,51.248365,-0.75955
10,51.250614,-0.768989
12,55.410408,-1.704343
13,51.151296,-0.971389
14,53.42631,-2.325277
15,51.674723,-0.602837
16,51.2088,-1.48029
17,51.147817,0.872458
18,51.147817,0.872458
19,53.485575,-2.102121
21,51.813351,-0.809083
22,51.815665,-0.812032
23,51.81078,-0.808171
24,51.43906,-0.155284
25,52.06393,-1.340886
26,52.06393,-1.340886
28,53.140423,-4.265007
29,51.53702,0.078856
30,51.600436,-0.195608
31,51.651028,-0.196852
32,53.554638,-1.480587
33,53.554034,-1.484098
34,51.081343,-4.065657
35,51.081343,-4.065657
36,,
37,54.116521,-3.227577
38,51.404359,-3.269483
39,51.573831,0.456042
40,51.571771,0.458225
41,51.267892,-1.077497
42,51.263315,-1.083179
43,51.381089,-2.351895
44,51.381089,-2.351895
45,52.135029,-0.467881
46,,
47,51.496,0.091769
48,55.769862,-2.001887
49,53.840522,-0.42867
50,51.455164,0.148387
51,51.899192,-1.157804
52,53.846246,-1.83534
53,53.391377,-3.016623
54,52.482416,-1.89566
55,52.482416,-1.89566
56,52.482895,-1.892644
57,52.482416,-1.89566
58,52.483736,-1.894052
59,52.48335,-1.894965
60,54.648874,-1.681717
62,53.749899,-2.482482
63,53.749174,-2.486098
64,51.502038,-0.102542
65,53.811806,-3.053837
66,53.811485,-3.054028
67,51.666327,-3.192794
70,50.469293,-4.707295
71,50.469293,-4.707295
72,50.469293,-4.707295
73,53.578203,-2.433689
74,53.578409,-2.431844
75,,
76,52.983059,-0.024983
77,52.769065,-0.377517
78,50.747952,-1.816266
79,50.747952,-1.816266
80,50.72292,-1.868359
81,51.542918,0.010853
83,51.417008,-0.748117
84,53.792744,-1.748872
85,53.791942,-1.754379
86,51.944815,-3.381993
87,51.549484,-0.247702
88,51.484286,-0.304357
89,51.483392,-0.309085
91,51.504255,-3.582717
92,51.130281,-3.005349
94,54.085103,-0.200095
95,50.735008,-2.756953
96,50.823016,-0.135229
98,50.823235,-0.134297
99,50.823235,-0.134297
101,51.454723,-2.594469
103,51.459449,-2.594257
104,51.408801,0.013418
105,51.407627,0.01108
106,,
107,53.787727,-2.247153
108,53.787072,-2.242126
109,52.804205,-1.633647
110,52.807726,-1.630949
111,53.593035,-2.305435
