"court_addr_id","court_addr_postal_flag","court_addr1","court_addr2","court_addr3","court_addr4","court_addr_pcode","court_addr_dx","court_town_id","court_addr_multimap","court_latitude","court_longitude"
"369","false","Old Nelson Street","","","","NR32 1HJ","DX 97750 Lowestoft 2","210","","52.478352","1.755855"
"373","false","Stuart Street","","","","LU1 5BL","DX 151660 Luton 16","213","","51.878278","-0.420284"
"374","false","2nd Floor","Cresta House","Alma Street","","LU1 2PU","DX 97760 Luton 4","213","","51.88104","-0.419054"
"375","false","7 George Street","","","","LU1 2AA","DX 120500 Luton 6","213","","51.877723","-0.414434"
"377","false","Court Office","2nd Floor","Silk House","Park Green","SK11 7NA","DX 702498 Macclesfield 3","215","","53.256651","-2.123593"
"378","false","The Law Courts","6-8 Hibel Road","","","SK10 2AB","DX 702504 Crewe 2","215","","53.263517","-2.124977"
"379","false","Bridge Road","","","","SL6 8PB","","216","","51.524951","-0.714297"
"380","false","The Law Courts","Barker Road","","","ME16 8EQ","DX 130065 Maidstone 7","217","","51.270808","0.518614"
"381","false","The Courthouse","Palace Avenue","","","ME15 6LL","DX 152303 Maidstone 19","217","","51.271418","0.523307"
"382","false","The Law Courts","Barker Road","","","ME16 8EQ","DX 130066 Maidstone 7","217","ME16 8EQ","51.270808","0.518614"
"383","false","Crown Square","","","","M60 1PR","DX 745170 Manchester 75","218","","53.480343","-2.249923"
"385","false","Courts of Justice","Crown Square","","","M3 3FL","DX 702538 Manchester 11","218","","53.480121","-2.252201"
"386","false","The Court House","Minshull Street","","","M1 3FS","DX 724860 Manchester 43","218","","53.478682","-2.235166"
"390","false","The Courthouse","Cecil Square","","","","","220","","51.3823","1.3848"
"394","false","Guildhall Buildings","Basinghall Street","","","EC2V 5AR","DX 97520 Moorgate EC2","206","","51.515292","-0.091341"
"395","false","Anchorage House","47-67 High Street","","","ME4 4DW","DX 98180 Chatham 4","76","","51.384035","0.519581"
"396","false","The Court House","The Brook","","","ME4 4JZ","DX 157180 Chatham 13","76","","51.384229","0.526879"
"400","false","The Law Courts","Glebeland Place","","","CF47 8BH","DX 99582 Merthyr Tydfil 2","224","","51.747033","-3.379905"
"403","false","The Law Courts","Russell Street","","","TS1 2AE","DX 65152 Middlesbrough 2","225","","54.575209","-1.231232"
"405","false","Teesside Combined Court Centre","Russell Street","","","TS1 2AE","DX 60536 Middlesbrough","225","","54.575209","-1.231232"
"408","false","351 Silbury Boulevard","Witan Gate East","","","MK9 2DT","DX 136266 Milton Keynes 6","75","","52.041047","-0.766292"
"409","false","301 Silbury Boulevard","Witan Gate East","","","MK9 2AJ","DX 136270 Milton Keynes 6","227","","52.041047","-0.766292"
"411","false","Law Courts","Civic Centre","","","CH7 1AE","DX 702521 Mold 2","229","","53.177002","-3.13717"
"412","false","The Law Courts","","","","CH7 1AE","DX 702521 Mold 2","229","","53.177002","-3.13717"
"413","false","The Law Court","","","","CH7 1AE","DX 702521 Mold 2","229","","53.166107","-3.143718"
"414","false","Fountain House","Newmarket","","","NE61 1LA","DX 65124 Morpeth 2","230","NE61 1LA","55.166995","-1.690526"
"415","false","Forster Road","","","","SA11 3BN","DX 99550 Neath 2","232","","51.661597","-3.799453"
"416","false","Fairfield Way","Neath","West Glamorgan","","SA11 1RF","","388","","51.663043","-3.80191"
"421","false","The Court House","Mill Lane","","","RG14 5QS","","235","","51.400831","-1.318286"
"422","false","The Court House","Ryecroft","","","ST5 2DT","DX 708600 Newcastle under Lyme 3","236","ST5 2DT","53.013332","-2.230256"
"423","false","The Law Courts","The Quayside","","","NE1 3LA","DX 65127 Newcastle upon Tyne 2","237","","54.970171","-1.603251"
"424","false","1 Waterloo Square","","","","NE1 4DR","DX 61081 Newcastle upon Tyne 14","237","","54.969626","-1.621158"
"425","false","Market Street","","","","NE99 1AU","DX 61098 Newcastle upon Tyne","237","","54.973213","-1.610661"
"426","false","5th Floor","Clarence House","Clarence Place","","NP19 7AA","DX 99480 Newport (South Wales) 4","238","","51.590972","-2.992616"
"427","false","The Law Courts","1 Quay Street","","","PO30 5YT","DX 98460 Newport IW2","239","","50.701208","-1.291858"
"430","false","The Law Courts","Faulkner Road","","","NP20 4PR","DX 99460 Newport 1/2","238","","51.588381","-3.004937"
"431","false","Civic Centre","Faulkner Road","","","NP20 4UR","","238","","51.588652","-3.005809"
"432","false","The Court House","Newfoundland Way","","","TQ12 1NG","DX 98740 Torquay 4","240","","50.528946","-3.613438"
"433","false","Central Avenue","","","","DL5 5RT","DX 63808 Newton Aycliffe","241","","54.620498","-1.569677"
"434","false","Kennedy Way","Yate","","","BS37 4PY","DX 743500 Yate 2","58","","51.539722","-2.41684"
"438","false","Kings Court","Earl Grey Way","Royal Quays","","NE29 6AR","DX 65137 North Shields 2","243","","54.997587","-1.462657"
"439","false","The Courthouse","Tynemouth Road","","","NE30 1AG","","243","","55.011951","-1.441387"
"440","false","3 Racecourse Lane","","","","DL7 8QZ","DX 742420","244","","54.333486","-1.435885"
"441","false","85-87 Lady's Lane","","","","NN1 3HQ","DX 725380 Northampton 21","245","","52.240803","-0.89364"
"442","false","Regent's Pavilion","Summerhouse Road","","","NN3 6AS","DX 151720 Northampton 27","231","","52.277558","-0.873714"
"443","false","Campbell Square","","","","NN1 3EB","DX 151720 Northampton 27","245","","52.241115","-0.89621"
"445","false","The Law Courts","Bishopgate","","","NR3 1UR","DX 97385 Norwich 5","247","","52.63455","1.30181"
"446","false","Bishopgate","","","","NR3 1UP","DX 97389 Norwich 5","247","","52.634234","1.30152"
"447","false","Combined Court Building","The Law Courts","Bishopgate","","NR3 1UR","DX 97390 Norwich 5","247","","52.63455","1.30181"
"448","false","60 Canal Street","","","","NG1 7EJ","DX 702380 Nottingham 7","248","","52.94854","-1.146651"
"449","false","60 Canal Street","","","","NG1 7EL","DX 702383 Nottingham 7","248","","52.94854","-1.146651"
"450","false","Carrington Street","","","","NG2 1EE","DX 719030 Nottingham 32","248","","52.947283","-1.149354"
"451","false","60 Canal Street","","","","NG1 7EJ","","248","","52.94854","-1.146651"
"452","false","Warwickshire Justice Centre","P.O. Box 3878","Vicarage Street","","CV11 4JU","DX 701940 Nuneaton 2","249","","52.522925","-1.462428"
"453","false","Warwickshire Justice Centre","Vicarage Street","","","CV11 4JU","","249","","52.522932","-1.462770"
"455","false","New Radcliffe Street","","","","OL1 1NL","DX 702595 Oldham 2","252","","53.543553","-2.118544"
"456","false","St Domingo Place","West Street","","","OL1 1QE","DX 745190 Oldham 8","252","","53.541739","-2.116999"
"457","false","Magistrates' Court","Derby Street","","","L39 2BJ","DX 707530 Chorley 5","253","L39 2BJ","53.568781","-2.883116"
"460","false","St Aldates","","","","OX1 1TL","DX 96450 Oxford 4","255","","51.74817","-1.257072"
"461","false","Combined Court Building","St Aldates","","","OX1 1LY","DX 96454 Oxford 4","255","","51.74817","-1.257072"
"462","false","The Court House","","Speedwell Street","","OX1 1RZ","DX 96452 Oxford 4","255","","51.748546","-1.258160"
"468","false","Crown Buildings","Rivergate","","","PE1 1EJ","DX 702302 Peterborough 8","258","","52.570066","-0.24022"
"469","false","The Court House","Bridge Street","","","PE1 1ED","DX 742250 Peterborough 23","258","","52.569753","-0.241531"
"470","false","1st Floor","Crown Building","Rivergate","","PE1 1EJ","DX 97733 Ipswich 3","258","","52.570066","-0.24022"
"471","false","St Aidans Way","","","","SR8 1QR","","259","","54.755684","-1.336151"
"473","false","The Law Courts","10 Armada Way","","","PL1 2ER","DX 98470 Plymouth 7","261","","50.369194","-4.141693"
"474","false","St Andrews Street","","","","PL1 2DP","","261","","50.369287","-4.139573"
"478","false","The Courthouse","Courthouse Street","","","CF37 1JR","DX 99620 Pontypridd 2","263","","51.599848","-3.344248"
"479","false","Union Street","Mid Glamorgan","","","CF37 1SD","DX 136366 Pontypridd 3","263","","51.598377","-3.340797"
"481","false","The Law Courts","Park Road","","","BH15 2NS","DX 98700 Poole 4","264","","50.721936","-1.960770"
"482","false","Port Talbot Justice Centre","Harbourside Road","","","SA13 1SB","","266","","51.591772","-3.784039"
"483","false","The Courts of Justice","Winston Churchill Avenue","","","PO1 2EB","DX 98490 Portsmouth 5","265","","50.79578","-1.091162"
"484","false","The Law Courts","Winston Churchill Avenue","","","PO1 2DQ","DX 98494 Portsmouth 5","265","","50.795951","-1.090038"
"485","false","Victoria Road","","","","LL19 7TE","","268","","53.336575","-3.416416"
"486","false","The Law Courts","Openshaw Place","Ring Way","","PR1 2LL","DX 702660 Preston 5","269","","53.762394","-2.698983"
"487","false","P.O. Box 52","Lawson Street","","","PR1 2QT","","269","PR1 2QT","53.761981","-2.701199"
"492","false","160-163 Friar Street","","","","RG1 1HE","DX 98010 Reading 6","273","","51.456571","-0.970745"
"493","false","Old Shire Hall","The Forbury","","","RG1 3EH","DX 97440 Reading 5","273","","51.456367","-0.967119"
"494","false","Civic Centre","","","","RG1 7TQ","DX 151160 Reading 25","273","","51.453342","-0.975742"
"495","false","850 Cranbrook Road","Barkingside","","","IG6 1HW","DX 156842 Ilford 9","178","","51.587712","0.081415"
"497","false","Grove Street","","","","B98 8DB","","274","","52.30609","-1.93674"
"498","false","The Law Courts","Hatchlands Road","","","RH1 6DH","DX 98021 Redhill West","275","","51.238536","-0.182026"
"499","false","The Court House","P.O. Box 64","Colne Road","Reedley","BB10 2NQ","Please use postcode BB10 2LJ for satellite navigation purposes.","60","","53.818049","-2.234748"
"500","false","The Law Courts","Hatchlands Road","","","RH1 6BL","DX 98020 Redhill West","275","","51.238536","-0.182026"
"503","false","The Courthouse","Clwyd Street","","","LL18 3LA","DX 702489 Rhyl 2","277","","53.320199","-3.488506"
"504","false","The Court House","Parkshot","","","TW9 2RF","DX 155810 Richmond 4","278","","51.463815","-0.303474"
"506","false","2a Oaklands Avenue","","","","RM1 4DP","DX 97530 Romford 2","280","","51.58265","0.187638"
"507","false","Rotherham Law Courts","The Statutes","PO Box 15","","S60 1YW","DX 703025 Rotherham 4","281","S60 1YW","53.429146","-1.358336"
"508","false","Rotherham Law Courts","The Statutes","Off Main Street","","S60 1YW","DX 703025 Rotherham 4","281","S60 1YW","53.429146","-1.358336"
"515","false","","","","","","","206","","",""
"518","false","The Law Courts","Northway","","","YO12 7AE","DX 65140 Scarborough 2","288","","54.281464","-0.407912"
"519","false","Scunthorpe Court Centre","Laneham Street","","","DN15 6JY","DX 742212 Scunthorpe 10","289","","53.5877","-0.647778"
"520","false","Scunthorpe Court Centre","Laneham Street","","","DN15 6JY","","289","","",""
"523","false","The Courthouse","Morewood Close","London Road","","TN13 2HU","","291","","51.28004","0.17723"
"524","false","The Law Courts","50 West Bar","","","S3 8PH","DX 703028 Sheffield 6","292","","53.385556","-1.468739"
"525","false","Castle Street","","","","S3 8LU","DX 10599 Sheffield 1","292","","53.385197","-1.46497"
"526","false","P.O. Box 832","The Law Courts","50 West Bar","","S3 8YR","DX 742916 Sheffield 6","292","S3 8YR","53.385556","-1.468739"
"530","false","The Shirehall","Abbey Foregate","","","SY2 6LU","DX 702022 Shrewsbury 2","294","","52.704618","-2.731136"
"531","false","The Court House","Preston Street","","","SY2 5NX","","294","","52.704949","-2.729809"
"534","false","The Court House","Park Avenue","","","PE25 1BH","DX 743030 Skegness 3","296","","53.148591","0.344838"
"535","false","The Court House","Otley Street","","","BD23 1RH","DX 703031 Skipton 2","297","BD23 1HU","53.961367","-2.014766"
"536","false","Hearing Court","The Court House","Otley Street","","BD23 1RH","DX 742910 Harrogate 3","297","BD23 1HU","53.961195","-2.012599"
"538","false","The Law Courts","Windsor Road","","","SL1 2HE","DX 98030 Slough 3","299","","51.507426","-0.598103"
"539","false","75 Hollybush Hill","","","","E11 1QW","DX 98240 Wanstead 2","300","","51.581017","0.017283"
"540","false","The Court House","Homer Road","","","B91 3RD","DX 708350 Solihull 14","301","","52.412713","-1.781356"
"542","false","The Law Courts","","","","NE22 7LX","DX 62705 Bedlington","30","","55.132385","-1.594101"
"544","false","29 Merton Road","","","","L20 3XX","DX 707620 Bootle 3","45","","53.448921","-2.989102"
"545","false","Millbank","Secretan Way","","","NE33 1RG","DX 65143 South Shields 3","302","","54.993024","-1.439086"
"546","false","The Law Courts","Petters Way","","","BA20 1SW","DX 100537 Yeovil","379","","50.939632","-2.633773"
"548","false","176a Lavender Hill","","","","SW11 1JU","DX 58559 Clapham Junction","28","","51.464612","-0.16246"
"549","false","Castle Street","","","","WR1 3QZ","","373","","52.196927","-2.224326"
"550","false","The Courts of Justice","London Road","","","SO15 2XQ","DX 111000 Southampton 11","303","","50.913706","-1.402977"
"551","false","Southampton Courthouse","100 The Avenue","","","SO17 1EY","DX 135986 Southampton 32","303","","50.914313","-1.403979"
"552","false","Tylers House","Tylers Avenue","","","SS1 2AW","DX 97780 Southend 2","305","","51.537535","0.715025"
"553","false","The Court House","Victoria Avenue","","","SS2 6EG","","305","","51.543729","0.709725"
"554","false","The Court House","80 Victoria Avenue","","","SS2 6EU","","305","","51.543729","0.709725"
"556","false","Law Courts","Albert Road","","","PR9 0LJ","DX 708200/1/2","306","PR9 0LJ","53.652411","-2.997385"
"557","false","1 English Grounds","(off Battlebridge Lane)","","","SE1 2HU","DX 39913 London Bridge South","307","","51.505718","-0.082173"
"558","false","The Sessions House","Sheepmarket","","","PE11 1BB","","308","","52.786623","-0.154159"
"559","false","The Court Building","Bricket Road","","","AL13JW","DX 97770 St. Albans 2","309","","51.751619","-0.335522"
"560","false","The Court Building","Bricket Road","","","AL1 3JW","DX 99700 St Albans 3","309","","51.751619","-0.335522"
"561","false","The Civic Centre","St Peter's Street","","","AL1 3LB","","309","","51.752302","-0.336743"
"562","false","St Helens Courthouse","Corporation Street","","","WA10 1SZ","DX 725020 St. Helens 4","310","","53.45460","-2.73673"
"563","false","St Helens Magistrates sitting at","The Courthouse","Corporation Street","Merseyside","WA10 1SZ","DX 19488 St Helens","310","","53.45460","-2.73673"
"564","false","Victoria Square","","","","ST16 2QQ","DX 703190 Stafford 4","311","","52.805428","-2.119429"
"565","false","The Court House","South Walls","","","ST16 3DW","DX 14575 Stafford 1","311","","52.805906","-2.113657"
"566","false","The Court House","Bryans Lane","","","WS15 2FX","","283","","52.761817","-1.932383"
"567","false","The Law Courts","Knowle Green","","","TW18 1XH","DX 98040 Staines 2","312","","51.429098","-0.498096"
"568","false","The Law Courts","Knowle Green","","","TW18 1XR","DX 98045 Staines 2","312","TW18 1XH","51.429098","-0.498096"
"570","false","Danesgate","","","","SG1 1JQ","","314","","51.901177","-0.203235"
"572","false","The Courthouse","Edward Street","","","SK1 3NF","DX 702620 Stockport 4","315","","53.406539","-2.156239"
"574","false","Combined Court Centre","Bethesda Street","Hanley","","ST1 3BP","DX 703363 Hanley 3","316","ST1 3BP","53.0221","-2.1758"
"575","false","Bethesda Street","Hanley","","","ST1 3BP","DX 703360 Hanley 3","316","","53.022072","-2.175754"
"578","false","The Court House","389-397 High Street","","","E15 4SB","DX 157540 Bow 3","206","","51.539195","0.000354"
"581","false","Stroud Courthouse","Parliament Street","","","GL5 1ET","DX 98665 Gloucester 5","320","","51.745583","-2.214159"
"583","false","44 John Street","","","","SR1 1RB","DX 65149 Sunderland 2","322","","54.904879","-1.380346"
"584","false","Gillbridge Avenue","","","","SR1 3AP","DX 742740 Sunderland 17","322","","54.907199","-1.387828"
"588","false","Caravella House","Quay West","Quay Parade","","SA1 1SP","DX 99740 Swansea 5","325","","51.620257","-3.938"
"589","false","The Law Courts","St Helen's Road","","","SA1 4PF","DX 99540 Swansea 4","325","","51.614353","-3.957233"
"590","false","Grove Place","","","","SA1 5DB","","325","","51.621879","-3.945379"
"591","false","The Law Courts","Islington Street","","","SN1 2HG","DX 98430 Swindon 5","326","","51.561103","-1.781911"
"592","false","Princes Street","","","","SN1 2JB","DX 118725 Swindon 7","326","","51.560832","-1.781061"
"597","false","The Shire Hall","","","","TA1 4EU","DX 98410 Taunton 2","328","","51.012778","-3.107695"
"598","false","The Shire Hall","Shuttern","","","TA1 4EU","DX 98410 Taunton 2","328","","51.012778","-3.107695"
"599","false","The Magistrates' Court","St John's Road","","","TA1 4AX","DX 122473 Taunton 7","328","","51.014297","-3.10967"
"600","false","Russell Street","","","","TS1 2AE","DX 65152 Middlesbrough 2","225","","54.575209","-1.231232"
"601","false","Teesside Magistrates' Courts","Victoria Square","","","TS1 2AS","DX 60562 Middlesbrough","225","","54.573523","-1.234574"
"602","false","Telford Square","Malinsgate","Town Centre","","TF3 4JP","DX 701976 Telford 3","329","","52.678223","-2.452257"
"603","false","Telford Square","Malinsgate","","","TF3 4HX","","329","","52.67774","-2.451498"
"605","false","58 Bow Road","","","","E3 4DJ","DX 157540 Bow 3","206","","51.527074","-0.023595"
"606","false","The Court House","2nd Floor","Cecil Square","","CT9 1RL","DX 98210 Cliftonville 2","220","","51.387619","1.381771"
"608","false","The Willows","Nicholson Road","","","TQ2 7AZ","DX 98740 Torquay 4","334","","50.486768","-3.551807"
"609","false","The Court House","Union Street","","","TQ1 4BP","DX 98740 Torquay 4","334","","50.46944","-3.533921"
"612","false","211 Tooley Street","","","","SE1 2JY","","206","","51.502309","-0.076668"
"613","false","P.O. Box 13","Ashton Lane","","","M33 7NR","DX 708290 Sale 6","285","","53.42631","-2.325277"
"616","false","Courts of Justice","Edward Street","","","TR1 2PB","DX 135396 Truro 2","340","","50.265548","-5.056635"
"617","false","Courts of Justice","Edward Street","","","TR1 2PB","DX 135396 Truro 2","340","","50.265548","-5.056635"
"618","false","The Court House","Tremorvah Wood Lane","Mitchell Hill","","TR1 1HZ","","340","","50.2683","-5.043998"
"619","false","Merevale House","42-46 London Road","","","TN1 1DP","DX 98220 Tunbridge Wells 3","341","","51.129914","0.260206"
"622","false","501 Uxbridge Road","","","","UB4 8HL","DX 44658 Hayes (Middlesex)","157","","51.522249","-0.421477"
"623","false","The Court House","Harefield Road","","","UB8 1PQ","DX 149720 Uxbridge 4","342","","51.54966","-0.481668"
"624","false","Thompson Street","","","","CF63 4SX","","24","","51.404359","-3.269483"
"627","false","The Court House","Cliff Parade","","","WF1 2TW","DX 743910 Wakefield 20","343","WF1 2TW","53.683982","-1.502269"
"628","false","Stafford Street","","","","WS2 8HA","DX 745540 Walsall 11","345","","52.58909","-1.985639"
"629","false","Bridge House","Bridge Street","","","WS1 1JQ","DX 701943 Walsall 2","345","","52.584728","-1.977656"
"630","false","The Court House","1 Farnan Avenue","","","E17 4NX","DX 157540 Bow 3","346","","51.590692","-0.014786"
"631","false","76-78 Upper Richmond Road","","","","SW15 2SU","DX 97540 Putney 2","270","","51.45938","-0.209626"
"634","false","The Court House","Oldbury Ringway","","","B69 4JN","DX 741360 Oldbury 5","251","","52.502221","-2.011359"
"635","false","Law Courts","Legh Street","","","WA1 1UR","DX 702501 Warrington 3","349","","53.390618","-2.59882"
"636","false","Nort Cheshire Magistrates' Court","Arpley Street","","","WA1 1LQ","DX 17793 Warrington 1","349","WA1 1LQ","53.386265","-2.60097"
"638","false","3rd Floor","Cassiobury House","11-19 Station Road","","WD17 1EZ","DX 122740 Watford 5","351","","51.663675","-0.398797"
"639","false","Clarendon Road","","","","WD17 1ST","DX 51509 Watford 2","351","","51.661808","-0.397691"
"641","false","The Court House","Midland Road","","","NN8 1HF","DX 151720 Northampton 27","352","","52.301573","-0.689109"
"643","false","The Mansion House","24 Severn Street","","","SY21 7UX","DX 702524 Welshpool 2","354","","52.65896","-3.146222"
"644","false","Mansion House","24 Severn Street","","","SY21 7UX","DX 702535 Welshpool 2","354","","52.65896","-3.146222"
"647","false","West London Courthouse","","181 Talgarth Road","Hammersmith","W6 8DN","DX 97550 Hammersmith 8","206","","51.490761","-0.219474"
"648","false","181 Talgarth Road","","","","W6 8DN","DX 124800 Hammersmith 8","206","","51.490761","-0.219474"
"649","false","St John's Road","","","","TA1 4AX","DX 122473 Taunton 7","328","","51.014297","-3.10967"
"650","false","North Somerset Courthouse","The Hedges","St Georges","","BS22 7BB","DX 152361 Weston-super-Mare 5","357","","51.360792","-2.905806"
"651","false","North Somerset Courthouse","The Hedges","St Georges","","BS22 7BB","DX 152361 Weston-super-Mare 5","357","","51.360765","-2.905959"
"653","false","Westwey House","Westwey Road","","","DT4 8TE","DX 98820 Weymouth 3","358","","50.607682","-2.46007"
"654","false","The Law Courts","Westwey Road","","","DT4 8BS","DX 98820 Weymouth 3","358","","50.608402","-2.460105"
"659","false","Wigan and Leigh Courthouse","Darlington Street","","","WN1 1DW","DX 724820 Wigan 9","362","","53.543083","-2.626686"
"661","false","9 Acton Lane","","","","NW10 8SB","DX 97560 Harlesden 2","149","","51.535391","-0.248806"
"662","false","The Court House","Alexandra Road","","","SW19 7JP","DX 58559 Clapham Junction","363","","51.423633","-0.203601"
"664","false","Winchester Combined Court","The Law Courts","","","SO23 9EL","DX 98520 Winchester 3","365","","51.062549","-1.319369"
"665","false","4th Floor","Cromwell House","Andover Road","","SO23 7EW","DX 96900 Winchester 2","365","","51.068092","-1.318502"
"666","false","Chester Street","","","","CH41 5HW","DX 17888 Birkenhead","36","","53.393057","-3.013581"
"671","false","Pipers Row","","","","WV1 3LQ","DX 702019 Wolverhampton 4","370","","52.584361","-2.122132"
"672","false","The Law Courts","North Street","","","WV1 1RA","DX 10419","370","","52.586168","-2.130417"
"673","false","Woodall House","Lordship Lane","","","N22 5LF","DX 130346 Wood Green 3","371","","51.599095","-0.104275"
"675","false","165 Powis Street","","","","SE18 6JW","DX 123450 Woolwich 8","372","","51.492636","0.061825"
"676","false","2 Belmarsh Road","","","","SE28 0EY","DX 117650 Woolwich 7","206","","51.496496","0.090137"
"678","false","The Shirehall","Foregate Street","","","WR1 1EQ","DX 721120 Worcester 11","373","","52.196949","-2.221883"
"680","false","Hall Park","Ramsay Brow","","","CA14 4AS","DX 743420 Workington 5","374","","54.643979","-3.542356"
"681","false","The Court House","30 Potter Street","","","S80 2AJ","DX 743240 Worksop 4","375","","53.301973","-1.122231"
"683","false","The Law Courts","Christchurch Road","","","BN11 1JD","DX 98230 Worthing 4","376","","50.814052","-0.37404"
"684","false","The Law Courts","Christchurch Road","","","BN11 1JE","DX 98233 Worthing4","376","","50.814052","-0.37404"
"686","false","Wrexham Law Courts","Bodhyfryd","","","LL12 7BP","DX 745320 Wrexham 9","377","","53.04846","-2.989528"
"689","false","22 Hendford","","","","BA20 2QD","DX 98830 Yeovil 2","379","","50.940552","-2.63501"
"691","false","Piccadilly House","55 Piccadilly","","","YO1 9WL","DX 65165, York 4","380","","53.954681","-1.076368"
"692","false","The Castle","","","","YO1 9WZ","DX 65162 York 3","380","","53.955047","-1.079454"
"693","false","Law Courts","Clifford Street","","","YO1 9RE","DX 744330 York 41","380","","53.956412","-1.081891"
"694","false","Picadilly House","55 Piccadilly","","","YO1 9WL","","380","","53.954681","-1.076368"
"868","false","Administrative Court Office","The Royal Courts of Justice","Strand","","WC2A 2LL","DX 44450 RCJ / Strand","206","WC2A 2LL","51.514143","-0.113742"
"869","false","The Rolls Building","7 Rolls Buildings","Fetter Lane","","EC4A 1NL","DX 160040 Strand 4","206","WC2A 2LL","51.516240","-0.109863"
"871","false","The Royal Courts of Justice","Strand","","","WC2A 2LL","DX 44450 Strand","206","WC2A 2LL","51.514143","-0.113742"
"872","false","Criminal Appeal Office","The Royal Courts of Justice","Strand","","WC2A 2LL","DX 44451 Strand","206","WC2A 2LL","51.514143","-0.113742"
"876","false","Royal Courts of Justice","Strand","","","WC2A 2LL","DX 44454 Strand","206","","51.514653","-0.110219"
"877","false","Rolls Building","7 Rolls Buildings","Fetter Lane","","EC4A 1NL","DX 160040 Strand 4","206","EC4A 1HD","51.516240","-0.109863"
"881","false","First Avenue House","42-49 High Holborn","","","WC1V 6NP","DX 160010 Kingsway 7","206","WC1V 6NP","51.518436","-0.114516"
"882","false","5th Floor","St Katharine's House","21-27 St Katharine's Street","","NN1 2LH","DX 702885 Northampton 7","245","NN1 2LH","52.237302","-0.899965"
"883","false","4th Floor","St Katharine's House","21-27 St Katharine's Street","","NN1 2LH","DX 702885 Northampton 7","245","NN1 2LH","52.237302","-0.899965"
"886","false","2nd Floor","St Katharine's House","21-27 St Katharine's Street","","NN1 2LH","DX 702885 Northampton 7","245","NN1 2LH","52.237302","-0.899965"
"888","false","Strand","","","","WC2A 2LL","DX 44450 Strand","206","WC2A 2LL","51.514143","-0.113742"
"892","false","The County Hall","","","","","","109","","52.7438","-3.8835"
"893","false","Town Hall Square","","","","SA15 3AW","DX 99512 Llanelli 2","204","","51.682114","-4.163127"
"894","false","Town Hall","","","","SY2 7TQ","","354","","52.7048586","-2.7310971"
"895","false","Crown Court Building","90 Wellington Street","","","LE1 6HG","DX 17403 Leicester3","196","LE1 6HG","52.630053","-1.127105"
"896","false","1 Edward Street","","","","BN2 0JD","DX 142600 Brighton 12","57","BN2 0JD","50.822983","-0.135443"
"897","false","The Law Courts","Altyre Road","","","CR9 5AB","DX 97473 Croydon 6","98","CR9 5AB","51.373338","-0.09215"
"898","false","P.O. Box 166","Henry Square","","","OL6 7TP","DX 702625 Ashton-under-Lyne 2","14","OL6 7TP","53.485575","-2.102121"
"899","false","P.O. Box 429","","","","OX16 9PR","","17","OX16 9PR","52.05843","-1.341317"
"901","false","Penffynnon","(Rackhill Terrace)","Hawthorn Rise","","SA61 2AX","DX 99610 Haverfordwest 2","156","SA61 2AX","51.801481","-4.981624"
"904","false","Aberystwyth Justice Centre","Y Lanfa","Trefechan","","SY23 1AS","DX 99560 Aberystwyth 2","5","","52.41035","-4.08597"
"906","false","35 Vernon Street","","","","L2 2BX","DX 702600 Liverpool 5","202","L2 2BX","53.409329","-2.989747"
"907","false","P.O. Box 622","","","","TA1 4WE","","328","TA1 4WE","51.007257","-3.11613"
"908","false","HMCTS","Central Accounts Dept","P.O. Box 480","","BS23 9BE","","357","BS23 9BE","51.360719","-2.906002"
"909","false","P.O. Box 88","Law Courts","Mary Road","","GU1 4GB","DX 97866 Guildford 5","144","","51.239495","-0.574474"
"910","false","P.O. Box 470","Law Courts","Mary Road","","GU1 4GB","DX 97866 Guildford 5","144","","51.239495","-0.574474"
"913","false","Fixed Penalty Office","P O Box 431","","","SO23 7XF","","365","","",""
"915","false","Boundary Street","","","","L5 2QD","","202","","53.425583","-2.985128"
"916","false","Priory Place","New London Road","","","CM2 0PP","DX 97660 Chelmsford 4","77","","51.730138","0.471338"
"917","false","Walden Road","","","","PE29 3DW","","176","","52.33042","-0.18625"
"918","false","Manchester Civil Justice Centre","1 Bridge Street West","","","M60 9DJ","DX 724783 Manchester 44","218","","53.480761","-2.252476"
"919","false","Manchester Civil Justice Centre","Ground Floor","1 Bridge Street West","P.O. BOX 4240","M60 1WJ","DX 724784 Manchester 44","218","","53.480761","-2.252476"
"921","false","Rookery Lane","Aldridge","","","WS9 8NR","DX 745540 Walsall 11","345","","52.609563","-1.913252"
"925","false","60 Pinfold Gate","","","","LE11 1AZ","DX 716116 Loughborough 4","208","","52.771708","-1.202193"
"926","false","Llandrindod Wells Justice Centre","Noyadd Parks","","","LD1 5DF","","382","","52.241420","-3.380967"
"927","false","Durham County Court","Civil and Family Justice Centre","Green Lane","Old Elvet","DH1 3RG","DX 65115 Durham 5","115","","54.773774","-1.565852"
"929","false","Comet Way","Hatfield","Hertfordshire","","AL10 9SJ","","206","","",""
"931","false","Chester Civil Justice Centre","Trident House","Little John Street","","CH1 1SN","DX 702470 Chester 18","81","","53.404169","-2.98778"
"932","false","Salisbury Law Courts","Wilton Road","","","SP2 7EP","DX 98500 Salisbury 2","287","","51.073181","-1.810116"
"933","false","Sussex Central Fines Unit","P.O. Box 2989","Brighton","","BN2 0TF","DX 153460 Brighton 17","57","","",""
"934","false","Shire Hall","3 St Paul's Square","","","MK40 1SQ","DX 97590 Bedford 11","29","","52.135029","-0.467881"
