"court_addr_id","court_addr_postal_flag","court_addr1","court_addr2","court_addr3","court_addr4","court_addr_pcode","court_addr_dx","court_town_id","court_addr_multimap","court_latitude","court_longitude"
"937","false","P.O. Box 4372","Manchester City Magistrates' Court","Crown Square","","M61 0EQ","","218","","",""
"939","false","Bristol Civil Justice Centre","2 Redcliff Street","","","BS1 6GR","DX 95903 Bristol 3","58","","51.452174","-2.590649"
"940","false","Darlington Street","","","","WN1 1DW","DX 724820 Wigan 9","362","","53.543083","-2.626686"
"941","false","2 Redcliff Street","","","","BS1 6GR","DX 94400 Bristol 5","58","","51.452174","-2.590649"
"942","false","Sessions House","Lancaster Road","","","PR1 2PD","DX 702660 Preston 5","269","","",""
"943","false","Contact and Compliance Centre","P.O. Box 84","","","NP44 1ZP","","100","","",""
"944","false","Harbourside Road","","","","SA13 1SB","","266","","",""
"945","false","Port Talbot Justice Centre","Harbourside Road","","","SA13 1SB","","266","","",""
"946","false","Warwickshire Justice Centre","Newbold Terrace","","","CV32 4EL","DX 701964 Leamington 7","194","","52.28837","-1.533223"
"948","false","York House","31 York Place","","","LS1 2BA","DX 26451 Leeds Park Square","195","","53.797104","-1.552151"
"949","false","National Taxing Team Birmingham Region","3rd Floor","Temple Court","35 Bull Street","B4 6LG","DX 701991 Birmingham 7","37","","52.481746","-1.895968"
"950","false","National Taxing Team Manchester Region","1st Floor","Manchester Civil Justice Centre","1 Bridge Street West","M60 9DJ","DX 724785 Manchester 44","218","","53.475152","-2.243236"
"951","false","Main Road","","","","RM1 3BH","DX 743412 Romford 15","280","","",""
"955","false","7 Rolls Buildings","Fetter Lane","","","EC4A 1NL","DX 160040 Strand 4","206","","51.515666","-0.109949"
"956","false","Rosemary Street","","","","NG19 6EE","DX 179560 Mansfield 9","219","","53.148638","-1.205729"
"1000","true","","","","","","","1000","","",""
"1001","true","The Law Courts","Glebeland Place","","","CF47 8BH","DX 99582 Merthyr Tydfil 2","224","","",""
"1003","true","HMCTS Gwent","P.O. Box 83","","","NP44 1ZW","DX 43665 Cwmbran","100","","",""
"1004","true","Aberystwyth Justice Centre","Y Lanfa","Trefechan","","SY23 1AS","DX 99560 Aberystwyth2","5","","",""
"1005","true","The Court House","Northgate","","","BB2 1AA","DX 742020 Blackburn 10","39","","",""
"1006","true","84-86 Victoria Road","","","","GU11 1SS","DX 98530 Aldershot 2","7","","",""
"1007","true","Stafford Street","","","","WS2 8HA","","345","","",""
"1008","true","The Court House","Civic Centre","","","GU11 1NY","DX 145110 Aldershot 4","7","","",""
"1010","true","The Court House","Civic Centre","","","GU11 1NY","DX 145110 Aldershot 4","7","","",""
"1011","true","Pencester Road","","","","CT16 1BS","","113","","",""
"1014","true","Court Administration Centre","P.O. Box 10754","","","CM1 9PZ","DX 151020 Chelmsford 17","77","","",""
"1016","true","P.O. Box 4302","North Parade Road","","","BA1 0LF","","27","","",""
"1017","true","P.O. Box 1405","","","","MK40 9DN","DX 97590 Bedford 11","29","","",""
"1018","true","9 Blackheath Road","","","","SE10 8PE","DX 156800 Bromley","1002","","",""
"1019","true","The Court house","1 London Road","","","BR1 1RA","DX 156800 Bromley 10","59","","",""
"1020","true","The Court House","Speedwell Street","","","OX1 1RZ","DX 96452 Oxford 4","255","","",""
"1021","true","Bodmin Law Courts","Launceston Road","","","PL31 2AL","DX 136846 Bodmin 2","43","","",""
"1022","true","Bodmin Law Courts","Launceston Road","","","PL31 2AL","DX 136846 Bodmin 2","43","","",""
"1023","true","The Court House","Park Avenue","","","PE25 1BH","DX 743030 Skegness 3","296","","",""
"1024","true","The Tyris","","","","BD1 1LA","","50","","",""
"1027","true","Comberton Place","","","","DY10 1QQ","","187","","",""
"1028","true","Southern Courts and Administration Centre","South Walls","","","ST16 3DW","","311","","",""
"1029","true","Elm Street","","","","IP1 2AP","DX 3232 Ipswich","180","","",""
"1030","true","Morledge","","","","DE1 2XE","DX 724060 Derby 21","105","","",""
"1031","true","The Law Courts","","","","CH7 1AE","DX 702521 Mold 2","229","","",""
"1032","true","HMCTS Gwent","P.O. Box 83","","","NP44 1ZW","DX 43665 Cwmbran","100","","",""
"1033","true","The Court House","Bridge Street","","","PE1 1ED","DX 742250 Peterborough 23","258","","",""
"1034","true","Southern Courts and Administration Centre","South Walls","","","ST16 3DW","","311","","",""
"1035","true","Pencester Road","","","","CT16 1BS","","113","","",""
"1036","true","Aberaeron Magistrates' Court Office","21 Alban Square","","","SA46 0DB","","1","","",""
"1037","true","The Hearing Centre","Hill House","Picton Terrace","","SA31 3BS","","74","","",""
"1038","true","The Law Courts","St Helen's Road","","","SA1 4PF","DX 99540 Swansea 4","325","","",""
"1039","true","Town Hall Square","","","","SA15 3AW","DX 99512 Llanelli 2","204","","",""
"1042","true","HMCTS","P.O. Box 9051","","","GL1 2XG","","136","","",""
"1043","true","The Law Courts","Christchurch Road","","","BN11 1JE","DX 98233 Worthing 4","376","","",""
"1044","true","181 Marylebone Road","","","","NW1 5BR","DX 120551 Marylebone 9","206","","",""
"1045","true","60 Pinfold Gate","","","","LE11 1AZ","DX 716116 Loughborough 4","208","","",""
"1047","true","Newcastle Road","","","","DH3 3UA","DX 721663 Chester-le-Street 2","83","","",""
"1048","true","The Courthouse","Clwyd Street","","","LL18 3LA","DX 702489 Rhyl 2","277","","",""
"1049","true","Regent's Pavilion","Summerhouse Road","","","NN3 6AS","DX 151720 Northampton 27","231","","",""
"1050","true","Brighton Magistrates' Court","Edward Street","","","BN2 0LG","DX 153460 Brighton 17","57","","",""
"1051","true","HMCTS Gwent","P.O. Box 83","","","NP44 1ZW","DX 43665 Cwmbran","100","","",""
"1052","true","Central Avenue","","","","DL5 5RT","DX 63808 Newton Aycliffe","241","","",""
"1053","true","The Court House","The Brook","","","ME4 4JZ.","","76","","",""
"1054","true","The Court House","Conwy Road","","","LL30 1GA","DX 11365 Llandudno","203","","",""
"1055","true","The Law Courts","","","","CH7 1AE","DX 702521 Mold 2","229","","",""
"1056","true","Llanberis Road","","","","LL55 2DF","DX 744382 Caernarfon 6","65","","",""
"1057","true","Newcastle Road","","","","DH3 3UA","DX 721663 Chester-le-Street 2","83","","",""
"1058","true","448 High Road","","","","NW10 2DZ","DX 110850 Willesden 2","206","","",""
"1059","true","Law Courts","Chalvey Park","Off Windsor Road","","SL1 2HJ","DX 98033 Slough 3","299","","",""
"1060","true","Civic Centre","","","","RG1 7TQ","DX 151160 Reading 25","273","","",""
"1061","true","The Law Courts","Old Orchard Road","","","BN21 4UN","","117","","",""
"1062","true","The Law Courts","Horntye Park","Bohemia Road","","TN34 1ND","","155","","",""
"1063","true","North London Administration Centre","P.O. Box 52693","","","N7 1AF","DX 51855 Highbury","206","","",""
"1066","true","Southernhay Gardens","","","","EX1 1HU","DX 98440 Exeter 2","124","","",""
"1068","true","Civic Centre","Chapel Street","","","FY1 5DQ","","40","","",""
"1069","true","Pencester Road","","","","CT16 1BS","","113","","",""
"1070","true","P.O. Box 9051","","","","GL1 2XG","DX 98665 Gloucester 5","136","","",""
"1071","true","HMCTS","P.O. Box 9051","","","GL1 2XG","","136","","",""
"1072","true","Court Administration Centre","Bishopgate","","","NR3 1UP","DX 97389 Norwich 5","247","","",""
"1074","true","P.O. Box 32","Harrison Road","","","HX1 2AN","","148","","",""
"1076","true","Court Administration Centre","P.O. Box 10754","","","CM1 9PZ","DX 151020 Chelmsford 17","77","","",""
"1077","true","North West London Administration Centre","448 High Road","","","NW10 2DZ","DX 110850 Willesden 2","206","","",""
"1079","true","Clarendon Road","","","","WD17 1ST","DX 51509 Watford 2","351","","",""
"1080","true","850 Cranbrook Road","Barkingside","","","IG6 1HW","","178","","",""
"1082","true","The Law Courts","Windsor Road","","","SL1 2HE","DX 98030 Slough 3","299","","51.507426","-0.598103"
"1083","true","North London Admin Centre","P.O. Box 52693","","","N7 1AF","DX 153700 Highbury 4","206","","",""
"1084","true","60 Pinfold Gate","","","","LE11 1AZ","DX 716116 Loughborough 4","208","","",""
"1085","true","Llanberis Road","","","","LL55 2DF","DX 744382 Caernarfon 6","65","","",""
"1086","true","Horsham Family Proceedings Court","Horsham County Court","Hurst Road","","RH12 2EU","","171","","",""
"1087","true","P.O. Box B37","The Court House","Civic Centre","","HD1 2NH.","","174","","",""
"1088","true","Crown Buildings","Rivergate","","","PE1 1EJ","DX 702302 Peterborough 8","258","","",""
"1090","true","Regent's Pavilion","Summerhouse Road","","","NN3 6AS","DX 151720 Northampton 27","231","","",""
"1092","true","Bishopgate","","","","NR3 1UP","DX 97389 Norwich 5","247","","",""
"1094","true","The Castle","","","","CH1 2AN","DX 702527 Chester 5","81","","",""
"1095","true","The Law Courts","Openshaw Place","Ring Way","","PR1 2LL","DX 702660 Preston 5","269","","",""
"1097","true","Brecon Law Courts","Cambrian Way","","","LD3 7HR","DX 124340 Brecon 2","51","","",""
"1099","true","The Law Courts","Bishopgate","","","NR3 1UR","DX 97385 Norwich 5","247","","",""
"1100","true","Criminal and Youth Court","Elm Street","","","IP1 2AP","","180","","",""
"1102","true","The Law Courts","Civic Centre","","","CW1 2DT","","96","","",""
"1103","true","Pencester Road","","","","CT16 1BS","","113","","",""
"1104","true","15 Pocklingtons Walk","","","","LE1 6BT","DX 10828 Leicester 1","196","","",""
"1106","true","Bodhyfryd","","","","LL12 7BP","DX 745320 Wrexham 9","377","","",""
"1107","true","The Court House","Ryecroft","","","ST5 2DT","DX 708600 Newcastle under Lyme 3","236","","53.013332","-2.230256"
"1108","true","P.O. Box 839","Market Street","","","NE99 1AU","","237","","",""
"1109","true","HMCTS Gwent","P.O. Box 83","","","NP44 1ZW","DX 43665 Cwmbran","100","","",""
"1110","true","HMCTS South Devon","Nicholson Road","","","TQ2 7AZ","","334","","",""
"1112","true","Regent's Pavilion","Summerhouse Road","","","NN3 6AS","DX 151720 Northampton 27","231","","",""
"1113","true","Warwickshire Justice Centre","P.O. Box 3878","Vicarage Street","","CV11 4WX.","","249","","",""
"1114","true","The Court House","St Thomas's Square","","","PR7 1RZ","","86","","",""
"1116","true","Courts of Justice","Earl Street","","","CA1 1DJ","DX 65331 Carlisle 2","73","","",""
"1117","true","Courts of Justice","Edward Street","","","TR1 2PB","DX 135396 Truro 2","340","","",""
"1118","true","Newcastle Road","","","","DH3 3UA","DX 721663 Chester-le-Street 2","83","","",""
"1119","true","8 Hall Street","","","","NP12 1NY","DX 99470 Blackwood 2","41","","",""
"1120","true","Fairfield Way","","","","SA11 1RF","","232","","",""
"1121","true","The Law Courts","Openshaw Place","Ring Way","","PR1 2LL","DX 702660 Preston 5","269","","",""
"1122","true","Llanberis Road","","","","LL55 2DF","DX 744382 Caernarfon 6","65","","",""
"1123","true","The Court House","Parker Lane","","","BB11 2BS","DX 745300 Burnley 11","60","","",""
"1124","true","South West Administration Centre","176a Lavender Hill","","","SW 11 1JU","DX 58559 Clapham Junction","28","","",""
"1126","true","The Law Courts","Legh Street","","","WA1 1UR","DX 702501 Warrington 3","349","","",""
"1127","true","Court Centre Office","Corporation Road","","","DN15 6QB","DX 742212 Scunthorpe 10","289","","",""
"1130","true","The Court House","Palace Avenue","","","ME15 6LL","","217","","",""
"1131","true","The Court House","Palace Avenue","","","ME15 6LL","","217","","",""
"1132","true","The Court House","St Thomas's Square","","","PR7 1RZ","","86","","",""
"1133","true","Court Administration Centre","P.O. Box 10754","","","CM1 9PZ","DX 151020 Chelmsford 17","77","","",""
"1134","true","Harlaxton Road","","","","NG31 7SB","DX 711100 Grantham 4","138","","",""
"1135","true","The Court House","Clarendon Road","","","WD17 1ST","DX 51509 Watford 2","351","","",""
"1136","true","Bayley House","Sish Lane","","","SG1 3SS","DX 153620 Old Stevenage 2","314","","",""
"1137","true","Central Administration Unit","Thames Magistrates' Court","58 Bow Road","","E3 4DJ","","206","","",""
"1138","true","HMCTS","P.O. Box 9051","","","GL1 2XG","","136","","",""
"1139","true","HMCTS South Devon","Nicholson Road","","","TQ2 7AZ","","334","","",""
"1140","true","15 D'Eynsford Road","","","","SE5 7UP","DX 157730 Camberwell Green 3","1001","","",""
"1141","true","Cornwall (Truro) Magistrates' Court","The Court House","Tremorvah Wood Lane","Mitchell Hill","TR1 1HZ","","340","","",""
"1142","true","Magistrates' Court Office","Winmarleigh Street","","","WA1 1PB","DX 17793 Warrington 1","349","","",""
"1143","true","Regent's Pavilion","Summerhouse Road","","","NN3 6AS","DX 151720 Northampton 27","231","","",""
"1144","true","The Law Courts","","","","CH7 1AE","DX 702521 Mold 2","229","","",""
"1145","true","Civic Centre","","","","RG1 7TQ","DX 151160 Reading 25","273","","",""
"1147","true","Hall Park","Ramsey Brow","","","CA14 4AS","DX 743420 Workington 5","374","","",""
"1148","true","South West Administration Centre","176a Lavender Hill","","","SW 11 1JU","","28","","",""
"1150","true","The Law Courts","Knowle Green","","","TW18 1XH","DX 98045 Staines 2","312","","",""
"1151","true","Magistrates' Court only:","The Law Courts","","","CH7 1AE","DX 702521 Mold 2","229","","",""
"1152","true","York House","31 York Place","","","LS1 2BA","DX 26451 Leeds Park Square","195","","",""
"1153","false","Bury St Edmunds Magistrates' Court","Shire Hall","","","IP33 1HF","DX 741760 Bury St Edmunds 7","63","","",""
"1154","true","1 Waterloo Square","","","","NE1 4DR","","237","","",""
"1155","true","Queen Elizabeth II Law Courts","Derby Square","","","L2 1XA","","202","","",""
"1156","true","Liverpool District Probate Registry","The Queen Elizabeth II Law Courts","Derby Square","","L2 1XA","","202","","",""
"1157","true","Newcastle-Upon-Tyne District Probate Registry","Newcastle DPR","No 1 Waterloo Square","","NE1 4DR","","237","","",""
"1158","true","Central Administration Unit","Thames Magistrates' Court","58 Bow Road","","E3 4DJ","","206","","",""
"1159","true","Bayley House","Sish Lane","","","SG1 3SS","DX 153620 Old Stevenage 2","314","","",""
"1160","true","Stafford Street","","","","WS2 8HA","","345","","52.58909","-1.985639"
"1162","true","Brighton District Probate Registry","William Street","","","BN2 0RF","","57","","50.823016","-0.135229"
"1163","true","2nd Floor","Mitre House","Church Street","","LA1 1UZ","DX 145880 Lancaster 2","192","","54.050848","-2.803588"
"1164","false","181 Marylebone Road","London","","","NW1 5BR","DX 120551 Marylebone 9","206","","51.520597","-0.164409"
"1166","true","Rolls Building","7 Rolls Buildings","Fetter Lane","","EC4A 1NL","DX 160040 Strand 4","206","","",""
"1167","true","Merthyr Tydfil Combined Courts","The Law Courts","Glebeland Place","","CF47 8BH","","224","","",""
"1168","true","Harrogate Magistrates' Court","P.O.Box 72","The Court House","","HG1 1LS","DX 742910 Harrogate 3","151","","",""
"1169","true","Mansfield County Court only:","Rosemary Street","","","NG19 6EE","DX 179563 Mansfield 9","219","","",""
"1171","true","Birmingham District Probate Registry","Priory Courts","33 Bull Street","","B4 6DU","","37","","",""
"1172","true","Ipswich District Probate Registry","8 Arcade Street","","","IP1 1EJ","","180","","",""
"1173","true","The Royal Courts of Justice","Thomas More Building","Strand","","WC2A 2LL","DX 44450 Strand","206","","",""
"1175","false","Salford Business Centre","P.O. Box 527","","","M5 0BY","DX 702634 Salford 5","286","","",""
"1176","false","Salford Business Centre","P.O. Box 527","","","M5 0BY","DX County Court Money Claims Centre. (Wales), DX 702633 Salford 5","286","","",""
"1177","true","Salford Business Centre","P.O. Box 527","","","M5 0BY","DX 702634 Salford 5","286","","",""
"1179","false","St Botolphs Circus","Magdelen Street","","","CO2 7EF","DX 151020 Chelmsford 17","89","","51.886157","0.904956"
"1180","false","10 New Street","","","","CM1 1NT","DX 151020 Chelmsford 17","77","","51.736407","0.473163"
"1181","true","Administration carried out at:","Harrogate MC","The Courthouse","P.O. Box 72, Victoria Avenue","HG1 1LS","DX 742910 Harrogate 3","151","","",""
"1182","true","Court Administration Centre","P.O. Box 10754","","","CM1 9PZ","DX 151020 Chelmsford 17","77","","",""
"1183","true","P.O. Box 168","","","","SA13 9EF","","266","","",""
"1184","false","King George V Road","","","","HP6 5AJ","","10","","",""
"1185","true","King George V Road","","","","HP6 5AJ","","10","","",""
"1186","false","Collection and Enforcement Centre","P.O. Box 135","","","LS27 7ZT","","195","","",""
"1187","true","Milton Keynes Magistrates' Court","301 Silbury Boulevard","Witan Gate East","","MK9 2AJ","DX Milton Keynes 136270","227","","",""
"1188","false","Mansfield Magistrates' Court","The Court House","Rosemary Street","","NG19 6EE","DX 179560 Mansfield 9","219","","",""
"1189","true","Mansfield Magistrates' Court","The Court House","Rosemary Street","","NG19 6EE","DX 179560 Mansfield 9","219","","",""
"1190","true","Hertford County Court","P.O. Box 373","","","SG13 9HT","","161","","",""
"1191","true","Wrexham County Court","Wreham Law Courts","Bodhyfryd","","LL12 7BP","DX 745320 Wrexham 9","377","","",""
"1192","true","Birmingham District Probate Registry","The Priory Courts","33 Bull Street","","B4 6DU","","37","","",""
"1193","true","Ipswich District Probate Registry","Ground Floor","8 Arcade Street","","IP1 1EJ","","180","","",""
"1194","true","St Helens Courthouse","Corporation Street","","","WA10 1SZ","DX 725020 St. Helens 4","310","","",""
"1467","true","Devon and Cornwall Central Finance Unit","The Magistrates' Court","St Andrew Street","","PL1 2DP","","261","","",""
"1468","true","Bristol District Probate Registry","The Civil Justice Centre","2 Redcliff Street","","BS1 6GR","","58","","",""
"1469","true","Cardiff Probate Registry of Wales","3rd Floor","Cardiff Magistrates' Court","Fitzalan Place","CF24 0RZ","","72","","",""
"1470","true","Leeds District Probate Registry","York House","York Place","","LS1 2BA","","195","","",""
"1471","true","Oxford District Probate Registry","Combined Court Building","St Aldates","","OX1 1LY","","255","","",""
"1474","false","1 Mulberry Way","","","","WF1 2QN","DX703022 Wakefield 24","343","","53.681793","-1.503609"
"1475","true","1 Mulberry Way","","","","WF1 2QN","DX703022 Wakefield 24","343","","53.681793","-1.503609"
"1476","true","Scunthorpe Court Centre","Corporation Road","","","DN15 6QB","","289","","",""
"1477","true","15 D'Eynsford Road","","","","SE5 7UP","","1001","","",""
"1478","true","Telford Magistrates' Court","Telford Square","Malinsgate","","TF3 4HX","","329","","",""
"1479","false","P.O. Box 104","","","","WA7 2GE","","284","","",""
"1480","true","P.O. Box 104","","","","WA7 2GE","","284","","",""
"1482","true","Magistrates' Court Office","Winmarleigh Street","","","WA1 1PB","","349","","",""
"1483","false","The Court House","389-397 High Street","","","E15 4SB","DX 157553 Stratford (London) 5","206","","51.539195","0.000354"
"1484","false","The Law Courts","Blackhorse Street","","","BL1 1SU","DX 702610 Bolton 3","44","","53.578203","-2.433689"
"1485","true","The Courthouse","PO Box 155","Edward Street","","SK1 3NF","DX 702620 Stockport 4","315","","53.406539","-2.156239"
"1486","true","Carlisle Combined Court Centre","Courts of Justice","Earl Street","","CA1 1DJ","DX 65331 Carlisle 2","73","","54.893559","-2.931248"
