"court_work_id","court_work_type_id","court_id"
"4882","159","487"
"4883","159","484"
"4884","119","481"
"4885","159","481"
"4886","34","479"
"4887","159","479"
"4888","119","474"
"4889","159","474"
"4890","18","474"
"4891","136","474"
"4892","34","471"
"4893","119","471"
"4895","34","464"
"4896","119","464"
"4897","18","464"
"4898","159","462"
"4901","159","457"
"4902","119","453"
"4903","159","453"
"4904","136","453"
"4905","34","625"
"4906","159","625"
"4907","34","433"
"4908","119","433"
"4909","159","433"
"4910","159","429"
"4911","34","431"
"4912","119","431"
"4915","34","422"
"4916","119","422"
"4917","159","422"
"4918","136","422"
"4919","159","413"
"4920","34","392"
"4923","34","390"
"4924","119","390"
"4925","159","390"
"4926","119","381"
"4927","159","381"
"4928","163","381"
"4929","159","379"
"4930","136","379"
"4931","159","378"
"4932","18","378"
"4933","159","373"
"4935","159","370"
"4936","159","755"
"4937","159","363"
"4938","159","721"
"4939","159","360"
"4940","159","756"
"4941","179","756"
"4942","119","359"
"4943","159","359"
"4944","13","359"
"4945","119","1437"
"4946","159","1437"
"4947","13","1437"
"4951","34","354"
"4952","119","354"
"4953","159","354"
"4954","18","354"
"4955","136","354"
"4956","34","346"
"4957","119","346"
"4958","159","346"
"4959","34","652"
"4960","119","652"
"4961","159","652"
"4962","159","340"
"4963","119","337"
"4964","159","337"
"4965","34","332"
"4966","159","331"
"4967","34","328"
"4968","119","328"
"4969","159","328"
"4970","119","323"
"4971","159","323"
"4972","136","323"
"4973","34","319"
"4974","119","319"
"4975","159","319"
"4976","18","319"
"4977","159","314"
"4978","18","313"
"4979","159","313"
"4980","119","313"
"4981","159","309"
"4984","34","302"
"4985","159","301"
"4987","159","297"
"4989","159","292"
"4990","34","288"
"4991","119","284"
"4992","136","284"
"4993","34","280"
"4994","119","280"
"4995","159","280"
"4996","159","730"
"4997","34","275"
"4998","119","275"
"4999","159","275"
"5000","18","275"
"5001","163","275"
"5002","34","273"
"5003","119","273"
"5004","159","273"
"5005","34","272"
"5006","119","272"
"5007","159","272"
"5008","159","268"
"5009","34","266"
"5010","159","266"
"5011","119","266"
"5012","159","262"
"5013","18","262"
"5019","159","258"
"5020","34","255"
"5021","119","255"
"5022","159","255"
"5023","13","255"
"5024","136","255"
"5025","119","253"
"5026","159","253"
"5027","18","253"
"5028","136","253"
"5033","34","248"
"5034","119","248"
"5035","159","248"
"5036","18","248"
"5037","136","248"
"5038","34","244"
"5039","119","244"
"5040","159","244"
"5041","34","240"
"5042","119","240"
"5043","159","240"
"5045","34","235"
"5046","119","235"
"5047","159","235"
"5048","119","233"
"5049","159","233"
"5050","34","231"
"5051","119","231"
"5052","159","230"
"5053","119","228"
"5054","159","228"
"5055","18","228"
"5057","34","220"
"5058","119","220"
"5059","159","220"
"5060","18","220"
"5061","163","220"
"5062","34","216"
"5063","159","216"
"5064","18","216"
"5065","136","216"
"5066","34","211"
"5067","159","211"
"5068","119","208"
"5069","159","208"
"5070","179","208"
"5071","18","208"
"5072","13","208"
"5073","136","208"
"5074","159","204"
"5075","18","204"
"5076","136","204"
"5077","159","199"
"5078","136","199"
"5079","34","197"
"5081","34","191"
"5082","119","191"
"5083","159","191"
"5084","18","191"
"5085","34","189"
"5086","119","189"
"5087","34","187"
"5088","119","187"
"5089","159","187"
"5090","18","187"
"5091","13","187"
"5092","136","187"
"5095","34","541"
"5096","119","541"
"5097","159","541"
"5098","18","541"
"5099","34","182"
"5100","119","182"
"5101","159","181"
"5102","18","181"
"5103","18","178"
"5104","34","176"
"5105","119","176"
"5110","34","165"
"5111","119","165"
"5112","34","164"
"5113","119","164"
"5114","159","164"
"5115","18","164"
"5116","34","742"
"5117","119","742"
"5118","159","742"
"5119","179","742"
"5120","136","742"
"5121","34","162"
"5122","34","159"
"5123","119","159"
"5124","159","159"
"5125","18","159"
"5126","34","153"
"5127","119","153"
"5128","34","151"
"5129","119","151"
"5130","159","151"
"5131","119","148"
"5132","159","148"
"5133","136","148"
"5134","34","142"
"5135","159","139"
"5136","34","136"
"5137","119","136"
"5138","159","136"
"5139","18","136"
"5141","34","133"
"5142","119","133"
"5143","34","130"
"5144","119","130"
"5145","159","130"
"5146","34","128"
"5147","119","128"
"5148","159","128"
"5149","136","128"
"5150","159","127"
"5151","18","127"
"5152","119","124"
"5153","159","124"
"5154","34","121"
"5155","159","117"
"5156","136","117"
"5157","159","115"
"5158","18","115"
"5159","159","112"
"5160","34","110"
"5161","119","110"
"5162","159","110"
"5163","18","110"
"5164","136","110"
"5165","34","106"
"5166","119","105"
"5167","159","105"
"5168","119","103"
"5169","159","103"
"5170","34","99"
"5171","34","94"
"5172","119","94"
"5173","159","94"
"5174","136","94"
"5175","119","92"
"5176","159","92"
"5177","159","91"
"5178","159","87"
"5179","34","80"
"5180","159","80"
"5181","34","76"
"5182","119","76"
"5183","159","76"
"5184","18","76"
"5185","34","544"
"5186","119","544"
"5187","159","544"
"5188","34","74"
"5189","119","74"
"5190","18","74"
"5191","136","74"
"5192","34","71"
"5193","119","71"
"5194","159","71"
"5195","18","71"
"5198","119","66"
"5199","159","66"
"5200","119","63"
"5205","34","58"
"5206","119","58"
"5207","159","58"
"5208","18","58"
"5209","34","666"
"5210","119","666"
"5211","159","52"
"5212","18","52"
"5213","159","51"
"5214","34","50"
"5215","119","50"
"5216","159","50"
"5217","136","50"
"5218","34","49"
"5219","119","49"
"5220","159","49"
"5221","136","49"
"5222","119","48"
"5223","159","48"
"5224","179","48"
"5225","136","48"
"5226","34","47"
"5227","159","45"
"5228","34","203"
"5229","119","203"
"5230","159","203"
"5231","136","203"
"5232","119","44"
"5233","159","44"
"5234","18","44"
"5235","119","42"
"5236","159","42"
"5237","34","40"
"5238","119","40"
"5239","159","40"
"5240","159","38"
"5241","18","38"
"5242","34","37"
"5243","119","37"
"5244","159","37"
"5245","18","37"
"5246","34","35"
"5247","119","35"
"5248","159","35"
"5249","18","35"
"5253","34","29"
"5254","119","29"
"5255","136","26"
"5256","159","23"
"5257","34","19"
"5258","119","19"
"5259","18","19"
"5260","136","19"
"5261","34","18"
"5262","119","16"
"5263","159","16"
"5264","159","729"
"5267","119","13"
"5268","159","13"
"5269","136","13"
"5274","159","752"
"5275","159","10"
"5278","119","7"
"5279","159","7"
"5280","159","733"
"5281","179","733"
"5283","34","3"
"5284","159","2"
"5285","71","1447"
"5286","119","605"
"5287","163","605"
"5288","136","605"
"5289","159","423"
"5290","179","423"
"5291","119","548"
"5292","151","1449"
"5293","151","1448"
"5294","161","326"
"5295","161","1450"
"5296","161","749"
"5297","192","1442"
"5298","190","1442"
"5299","34","32"
"5300","119","32"
"5301","159","32"
"5302","13","32"
"5303","20","389"
"5304","192","1451"
"5305","42","5"
"5306","18","403"
"5307","42","403"
"5308","38","403"
"5309","159","403"
"5310","18","686"
"5311","12","686"
"5312","34","1452"
"5313","119","1452"
"5314","159","1452"
"5315","18","1452"
"5316","18","1453"
"5317","39","1453"
"5318","42","1453"
"5319","34","1453"
"5320","119","1453"
"5321","12","1453"
"5322","34","1457"
"5323","119","1457"
"5324","159","1457"
"5325","18","1457"
"5326","136","1457"
"5327","179","1457"
"5328","20","1457"
